YearPosted,ItemId,CountSentiment,Developer
2015,318430,2,"Tomi Maarela,Elias Viglione"
2015,318791,1,"Sledgehammer Games,Raven Software"
2015,319510,4,Scott Cawthon
2015,319630,4,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2015,319910,1,Frozenbyte
2015,321360,2,"Circle Five Studios,Pub Games"
2015,321960,2,Limbic Entertainment
2015,322330,1,Klei Entertainment
2015,323370,2,"Bluehole, Inc."
2015,325090,1,Bossa Studios
2015,325610,1,Creative Assembly
2015,326670,1,"Rodeo Games,Twistplay"
2015,328670,1,Raylight Games
2015,329440,1,Sonic Team
2015,329950,2,
2015,330210,1,
2015,330830,1,Telltale Games
2015,330840,2,Telltale Games
2015,331120,1,VIS - Visual Imagination Software
2015,331200,1,Daniel Davies
2015,331440,1,KintoGames
2015,331500,1,Hesketh Studios
2015,331600,1,"KOEI TECMO GAMES CO., LTD."
2015,331710,2,
2015,332070,1,"JumpStart Games, Inc."
2015,332500,2,"BitMonster, Inc."
2015,332800,1,Scott Cawthon
2015,333930,12,Splash Damage
2015,334070,1,Rubycone
2015,334230,2,BlankMediaGames
2015,335240,2,Atelier 801
2015,335300,2,"FromSoftware, Inc"
2015,335330,5,Exe Games Inc.
2015,336380,1,Colonthree Enterprises
2015,336510,1,Blue Byte
2015,339230,2,Straight Right
2015,339290,1,Snails Animation
2015,339610,2,Joycity
2015,340170,1,Square Enix
2015,340540,1,JAVELIN OÜ
2015,340810,1,Bytebin
2015,342480,1,
2015,342570,1,GameUS Inc.
2015,342980,1,MovingBlocks
2015,344040,1,Lord Kres
2015,344760,6,Code}{atch
2015,345580,1,3000AD
2015,345650,3,InvertMouse
2015,346110,19,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2015,346900,2,Hyper Hippo Games
2015,347670,1,Crian Soft
2015,348380,1,Anothink
2015,349580,1,Nacho Games
2015,349700,1,Free Reign Entertainment
2015,349720,1,T3 Entertainment
2015,350150,1,Moment Studio
2015,351290,3,TB Games
2015,351970,1,BANDAI NAMCO Studio Inc.
2015,354640,1,Blue Byte
2015,354850,1,
2015,355180,5,Hoobalugalar_X
2015,355840,4,Vostok Games
2015,356520,1,Underdog Games
2015,357480,2,SuperVillain Studios
2015,357900,1,Sometimes You
2015,359290,1,
2015,359550,2,Ubisoft Montreal
2015,359800,1,Reiza Studios
2015,360170,1,Eko Software
2015,360640,1,"Jetdogs Studios,Zoom Out Games"
2015,360940,1,"Virtual Basement LLC,Code Headquarters LLC"
2015,362410,1,Vertigo Games
2015,362890,1,Crowbar Collective
2015,363440,1,Capcom
2015,363970,2,Playsaurus
2015,364050,1,"Tlön Studios,Ilex Games"
2015,364450,1,"Nina Freeman,Laura Knetzger,Stephen Lawrence Clark"
2015,364690,2,KITATUS STUDIOS
2015,365900,1,Retronic Games
2015,366890,1,Mystic Games
2015,367240,1,Dark Amber Softworks
2015,369200,1,
2015,369400,1,Eforb
2015,369580,1,NotGames
2015,370100,6,
2015,370240,4,Visual Concepts
2015,371440,1,
2015,373110,1,
2015,373680,1,
2015,375960,2,
2015,376870,2,Telltale Games
2015,377160,5,Bethesda Game Studios
2015,380580,1,"Henrique Pegacha,Rafael Lima,Nuno Guerreiro"
2015,380770,1,
2015,381560,1,momoStorm Entertainment
2015,383120,1,Eleon Game Studios
2015,384021,1,OVERKILL - a Starbreeze Studio.
2015,384150,1,Black Shell Games
2015,385200,1,
2015,385830,1,storm_sharks
2015,386070,1,Uber Entertainment
2015,387970,2,"gord10,Aslan Game Studio"
2015,388090,1,Scott Cawthon
2015,388520,8,
2015,388870,1,
2015,391460,5,WARTEAM
2015,391540,3,tobyfox
2015,393420,1,Bankroll Studios
2015,397680,1,"Bitl,Cobalt-57"
2015,401190,1,Racing Bros
2015,402020,1,Funcom
2015,403150,1,
2015,403900,1,PiGravity
2015,406080,1,Anarchy Enterprises
2015,409510,1,Shumkov Dmitriy
2015,412400,1,Dark Day Interactive
2015,417860,5,Kyle Seeley
2015,421770,1,Cherry Pop Games
2016,20,1,Valve
2016,440,17,Valve
2016,550,2,Valve
2016,730,39,Valve
2016,2850,1,Egosoft
2016,4000,2,Facepunch Studios
2016,7830,1,Best Way
2016,8170,1,Eidos Studio Hungary
2016,8190,1,Avalanche Studios
2016,8870,1,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2016,10180,1,"Infinity Ward,Aspyr (Mac)"
2016,10220,1,Trashmasters
2016,12150,1,Remedy Entertainment
2016,15750,1,Oddworld Inhabitants
2016,17480,1,EA Los Angeles
2016,19680,1,
2016,20500,1,"Volition,Reactor Zero,THQ Nordic"
2016,24240,2,OVERKILL Software
2016,25890,1,Paradox Development Studio
2016,26800,1,Number None
2016,28000,1,IO Interactive
2016,32430,1,"LucasArts,Aspyr Studios"
2016,33230,1,Ubisoft Montreal
2016,34330,2,
2016,34870,1,City Interactive
2016,34900,1,Invent4 Entertainment
2016,38480,1,
2016,39000,1,
2016,39680,1,Rune Forge
2016,41070,1,
2016,42120,1,Fatshark
2016,42680,1,
2016,48720,1,TaleWorlds Entertainment
2016,51100,2,"FIX Korea, Co.LTD,FIX Games, Co. LTD"
2016,55140,1,"Double Helix Games,Rainbow Studios,THQ Nordic"
2016,55230,1,Volition
2016,57900,1,Gearbox Software
2016,65980,1,"Firaxis Games,Aspyr (Mac, Linux)"
2016,70600,1,Team17 Digital Ltd
2016,70650,1,Team17 Digital Ltd
2016,72850,2,
2016,91310,2,
2016,91700,1,Streum On Studio
2016,99810,1,
2016,99900,1,Grey Havens
2016,104200,1,Big Fat Alien
2016,104900,4,"Trek Industries, Inc"
2016,105000,1,Daedalic Entertainment
2016,105600,1,Re-Logic
2016,107410,2,Bohemia Interactive
2016,113400,2,Reloaded Productions
2016,200210,2,Wild Shadow Studios
2016,200510,1,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)"
2016,201810,2,Machine Games
2016,202970,1,Treyarch
2016,203140,1,"Io-Interactive A/S,Feral Interactive (Mac)"
2016,204300,2,Ronimo Games
2016,205100,1,Arkane Studios
2016,206420,2,Deep Silver Volition
2016,206480,1,"Standing Stone Games, LLC"
2016,207230,1,CodeBrush Games
2016,208090,2,Edge of Reality
2016,208480,1,Ubisoft Montreal
2016,208570,1,Arkane Studios
2016,208650,4,Rocksteady Studios
2016,209540,1,Born Ready Games Ltd.
2016,209650,2,"Sledgehammer Games,Raven Software"
2016,209670,1,Data Realms
2016,209870,3,Hardsuit Labs
2016,211160,1,"Creative Assembly, PC Port - Hardlight"
2016,211400,1,"Tequila Works, S.L."
2016,211420,1,FromSoftware
2016,211820,2,Chucklefish
2016,212070,1,Star Gem Inc.
2016,212630,2,"Ubisoft Paris,Red Storm Entertainment"
2016,214490,1,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
2016,215470,1,Lukewarm Media
2016,217920,1,CI Games
2016,218230,3,Daybreak Game Company
2016,219640,3,Torn Banner Studios
2016,220200,1,Squad
2016,221100,16,Bohemia Interactive
2016,221380,2,"Skybox Labs,Hidden Path Entertainment,Ensemble Studios"
2016,222750,1,Eugen Systems
2016,222880,3,New World Interactive
2016,224260,1,No More Room in Hell Team
2016,224540,3,Jagex Limited
2016,224600,1,"Trion Worlds, Inc."
2016,225420,1,Colossal Order Ltd.
2016,225540,2,Avalanche Studios
2016,225640,1,Ascaron
2016,225840,2,Sven Co-op Team
2016,226700,4,
2016,226980,1,
2016,227300,1,SCS Software
2016,227680,3,
2016,227940,7,Reto-Moto
2016,228380,1,Bugbear
2016,228560,1,
2016,230410,3,Digital Extremes
2016,230650,1,Geniaware Srl
2016,230940,1,
2016,231430,1,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2016,232090,3,Tripwire Interactive
2016,232810,1,
2016,232890,1,FireFly Studios
2016,233110,1,Kuno Interactive
2016,233250,1,
2016,233450,1,Introversion Software
2016,234530,1,
2016,234670,1,CyberConnect2 Co. Ltd.
2016,234710,1,Telltale Games
2016,236510,3,
2016,237740,1,FreakZone Games
2016,238370,1,Pieces Interactive
2016,238430,1,"Monochrome, Inc"
2016,239140,1,Techland
2016,239160,1,"Eidos-Montréal,Feral Interactive (Mac)"
2016,239450,1,
2016,240460,1,
2016,241540,1,Undead Labs
2016,241560,1,Ivory Tower in collaboration with Ubisoft Reflections
2016,242050,2,Ubisoft Montreal
2016,242130,1,TimeSymmetry
2016,242760,1,Endnight Games Ltd
2016,242800,1,Wild Games Studio
2016,242860,3,"M2H,Blackmill Games"
2016,243470,2,Ubisoft
2016,243930,1,
2016,244160,1,"Gearbox Software,Aspyr (Mac)"
2016,244850,4,
2016,246090,1,Double Fine Productions
2016,246700,1,Ragequit Corporation
2016,247730,1,Phosphor Games Studio
2016,249230,1,Piranha Bytes
2016,251060,1,Eugen Systems
2016,251570,3,
2016,252490,14,Facepunch Studios
2016,252950,5,"Psyonix, Inc."
2016,253430,1,
2016,253530,1,"Fortress Forever Development Team,Trepid Studios"
2016,253710,2,"Expansive Worlds,Avalanche Studios"
2016,254200,1,ProjectorGames
2016,256290,1,Ubisoft Montréal
2016,260430,2,Digital Leisure Inc.
2016,261640,1,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)"
2016,261980,1,Andrii Vintsevych
2016,262790,1,Avidly Wild Games
2016,264120,1,Vae Victis Games
2016,264140,1,Vitali Kirpu
2016,265300,1,"CI Games,Deck 13"
2016,265550,1,Capcom Game Studio Vancouver
2016,265630,1,Fistful of Frags Team
2016,265770,1,Net Games Laboratory
2016,265930,3,Coffee Stain Studios
2016,267490,1,Armature Studio
2016,267940,1,Team 6 Studios
2016,268050,2,Tango Gameworks
2016,268420,1,X-Legend
2016,269210,1,"Elias Viglione,Jussi Kukkonen"
2016,270170,1,"The Quinnspiracy,Patrick Lindsey,Isaac Schankler"
2016,270450,1,Erik Asmussen
2016,270550,1,Awesome Games Studio
2016,271590,3,Rockstar North
2016,273350,6,Turtle Rock Studios
2016,273770,1,Sunlight Games
2016,273940,1,app2fun
2016,274190,1,Free Lives
2016,274230,1,Tomasz Wacławek
2016,274900,1,JForce Games
2016,275850,54,Hello Games
2016,276770,1,
2016,277950,1,
2016,281990,2,Paradox Development Studio
2016,282440,1,id Software
2016,282560,1,Nvizzio Creations
2016,282800,1,Orange_Juice
2016,283080,1,PestoForce
2016,283230,1,MEGAFUZZ
2016,284770,1,Artifex Mundi
2016,287290,1,"CAPCOM Co., Ltd."
2016,287700,2,Konami Digital Entertainment
2016,290080,1,Bitbox Ltd.
2016,290890,1,EightyEightGames
2016,291480,2,Crytek
2016,291550,3,Blue Mammoth Games
2016,292120,1,Square Enix
2016,292600,1,Kumobius
2016,295110,3,
2016,297810,1,
2016,298110,1,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev"
2016,298240,2,"Rocketeer Games Studio, LLC"
2016,298260,1,Creability
2016,299360,3,"Jagex,Artplant"
2016,299420,1,candyrocketstudio
2016,299460,2,Fabio Ferrara
2016,299740,3,Entrada Interactive LLC
2016,299860,1,
2016,301520,17,Freejam
2016,303390,1,Microblast Games
2016,304050,6,Trion Worlds
2016,304930,10,Smartly Dressed Games
2016,305960,1,Sky Drake Studios
2016,307780,6,"NetherRealm Studios,High Voltage Software"
2016,307880,1,"Signal Studios,Smart Ghost"
2016,310380,2,Edge Case Games Ltd.
2016,310950,2,Capcom
2016,311210,10,Treyarch
2016,311690,1,Dodge Roll
2016,311910,1,Cape Copenhagen
2016,313120,1,Beam Team Games
2016,313160,1,Giants Software
2016,313740,1,
2016,314710,1,"Comcept,Inti Creates"
2016,318850,1,Deep Silver Volition
2016,319510,1,Scott Cawthon
2016,320030,1,OVERKILL - a Starbreeze Studio.
2016,321960,1,Limbic Entertainment
2016,322500,1,SUPERHOT Team
2016,323910,1,Valve
2016,324610,1,Tom De Roeck
2016,326160,1,Portalarium
2016,326460,1,kChamp Games
2016,327130,1,Digitalmindsoft
2016,330210,1,
2016,330470,1,Marie Ronnaux Games
2016,330840,2,Telltale Games
2016,332800,1,Scott Cawthon
2016,333930,1,Splash Damage
2016,333950,1,Keen Software House
2016,334040,1,
2016,337000,1,"Eidos Montreal,Feral Interactive (Linux),Feral Interactive (Mac)"
2016,337950,1,Eforb
2016,339600,1,KIXEYE
2016,341980,1,CivilSavages
2016,343750,1,Spark Plug Games
2016,344760,1,Code}{atch
2016,346110,14,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2016,346330,2,Reperio Studios
2016,346610,1,Vae Victis Games
2016,349650,1,Baller Industries
2016,349700,3,Free Reign Entertainment
2016,350970,1,Cococucumber
2016,351290,1,TB Games
2016,353560,1,"Mario von Rickenbach,Michael Frei"
2016,355840,1,Vostok Games
2016,355960,1,"SkyBox Labs,Forgotten Empires"
2016,357070,1,Walter Machado
2016,357480,1,SuperVillain Studios
2016,359550,8,Ubisoft Montreal
2016,360620,1,Frogsong Studios AB
2016,360940,2,"Virtual Basement LLC,Code Headquarters LLC"
2016,361800,1,oddonegames
2016,362490,1,Bare Mettle Entertainment
2016,363680,1,Tindalos Interactive
2016,363970,1,Playsaurus
2016,364110,1,
2016,364360,1,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)"
2016,364420,1,SmashGames
2016,365590,8,Massive Entertainment
2016,367030,1,vikingfabian.com
2016,367120,1,Michaela Laws
2016,368720,1,Digital Dawn Studios
2016,369070,2,Andrew Gilmour
2016,369200,4,
2016,370240,2,Visual Concepts
2016,372000,2,"IMCGAMES Co.,Ltd."
2016,373110,1,
2016,374320,5,"FromSoftware, Inc."
2016,374950,1,Fancy Fish Games
2016,375230,1,
2016,375460,1,Forever Entertainment S. A.
2016,375910,1,Blue Byte
2016,376210,1,Afterthought LLC
2016,377160,10,Bethesda Game Studios
2016,378370,1,Diminished Studios
2016,379720,1,id Software
2016,381210,13,
2016,382050,1,Flying Helmet Games
2016,383180,1,Techland
2016,383870,1,Campo Santo
2016,384490,2,Harebrained Schemes
2016,385730,1,"Visual Concepts,Yuke's"
2016,385970,1,Beamdog
2016,386360,1,Hi-Rez Studios
2016,388090,1,Scott Cawthon
2016,389430,1,"Noah System,Mgame"
2016,390670,1,ICE Entertainment
2016,391460,2,WARTEAM
2016,391540,2,tobyfox
2016,393010,1,"Klei Entertainment,Capybara Games"
2016,393380,2,Offworld Industries
2016,393420,1,Bankroll Studios
2016,394230,2,Gearbox Software
2016,394260,1,Targem Games
2016,394320,1,Paradox Development Studio
2016,394360,1,Paradox Development Studio
2016,395180,1,Bohemia Interactive
2016,395200,1,Sluggerfly
2016,397100,1,G2CREW
2016,399790,1,ninjalex
2016,400800,1,Milestone S.r.l.
2016,401650,1,OVERKILL - a Starbreeze Studio.
2016,402020,1,Funcom
2016,403690,1,SionoiS
2016,404090,1,Bethesda Game Studios
2016,407250,1,
2016,407330,1,
2016,407530,2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2016,407840,3,"Trek Industries, Inc"
2016,408120,1,Star Maid Games
2016,408330,1,
2016,409160,1,Crows Crows Crows
2016,410210,1,PiGravity
2016,410590,1,
2016,412880,1,JDM4iK
2016,415480,1,"Idea Factory,Compile Heart,Sting"
2016,415950,1,DEADFACTORY
2016,416690,1,
2016,417860,1,Kyle Seeley
2016,418340,1,Rooster Teeth Games
2016,424280,1,SnoutUp
2016,424590,1,
2016,427730,1,Evil Tortilla Games
2016,427820,1,Square Enix Montréal
2016,427920,1,
2016,429490,1,Jimbob Games
2016,429570,1,Telltale Games
2016,431500,1,Cadence Games
2016,433080,1,"Firaxis,Feral Interactive (Mac and Linux)"
2016,434110,1,
2016,434570,1,Big Corporation
2016,434730,1,Room710Games
2016,435880,1,Bethesda Game Studios
2016,437220,11,
2016,438690,2,"Psyonix, Inc."
2016,440810,1,GameUS Inc
2016,442080,3,WeMade
2016,449800,1,
2016,456280,1,Massive Entertainment
2016,459910,1,Abstract Tree Studio
2016,462930,1,Hyper Hippo Games
2016,466910,1,Freakinware Studios
2016,468560,1,"Viswanath Atlu,Laurie Banks,Rohan Bhukan,Nick Burnham,Avinash Kalapala,Yash Kapani,Katharine Marsh,Ankur Rathore,Hardit Singh,Anoop Nihar Srinivas,Ryan Guanyuhao Jiang,Robert Zhu"
2016,473850,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2016,475990,1,
2016,477160,1,No Brakes Games
2016,480480,1,ClickGames
2016,480630,1,Bethesda Game Studios
2016,488280,1,AZAMATIKA
2016,490650,1,
2016,493370,1,Playsaurus
2016,501760,1,Kiddy
2016,502550,1,Freakinware Limited
2016,508590,1,
